6046115|||||Copley Fielding|||||(British, 1787 - 1855)|||||Kilchurn castle|||||Lot 502 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  200 - 300 GBP|||||Materials: watercolor Measurements: 11.61 in. (29.50 cm.) (height) by 17.13 in. (43.50 cm.) (width) Markings: signed Condition: Foxing and stains but reasonably unfaded
6046116|||||Albert Goodwin|||||(British, 1845 - 1932)|||||Bishopgate Norwich|||||Lot 503 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  300 - 500 GBP|||||Materials: mixed media Measurements: 13.39 in. (34.00 cm.) (height) by 18.50 in. (47.00 cm.) (width) Markings: signed, dated '89 and inscribed Norwich Close Condition: in good condition with a few light surface creases
6046117|||||George Stubbs|||||(British, 1724 - 1806)|||||Phillis, A Pointer of Lord Clermonts|||||Lot 204 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  300 - 500 GBP|||||Materials: uncolored mezzotint Measurements: 13.39 in. (34.00 cm.) (height) by 18.11 in. (46.00 cm.) (width) Description: published November 5th, 1772, by Benjamin Green. Lennox-Boyd, Dixon & Clayton, George Stubbs the Complete Engraved Works, No.34 state II Markings: closed letter title 'Phillis' in image centre-left, scratch letter initials 'GS & BG' to stone, closed letter title 'A Pointer of Lord Clermonts' to centre-right, and scratched letter publication line to lower right Condition: framed and glazed Not examined out of frame
6046119|||||William McTaggart|||||(Scottish, 1835 - 1910)|||||The ebb tide Carnoustie Bay|||||Lot 505 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  10,000 - 15,000 GBP|||||Materials: watercolor Measurements: 13.19 in. (33.50 cm.) (height) by 20.08 in. (51.00 cm.) (width) Markings: signed and dated 1880; old label Condition: In very fresh unfaded condition with a few very small spots of foxing in one or two places, in the original heavy Victorian giltwood and composition cavetto frame with laurel border
6046121|||||William McTaggart|||||(Scottish, 1835 - 1910)|||||A sea coast scene|||||Lot 506 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  5,000 - 7,000 GBP|||||Materials: watercolor Measurements: 13.78 in. (35.00 cm.) (height) by 20.08 in. (51.00 cm.) (width) Markings: signed and dated '79 with inscription on several old labels preserved on the backboard Condition: In fine condition, placed into the present frame probably in the 1960s or 70s since when undisturbed
6046123|||||Gordon Frederick Browne|||||(British, 1858 - 1932)|||||Sons of Neptune|||||Lot 509 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  200 - 300 GBP|||||Materials: watercolor on colored paper Measurements: 7.28 in. (18.50 cm.) (height) by 10.83 in. (27.50 cm.) (width) Description: The artist was the younger son of Hablot Knight Browne, "Phiz" (1815-1882) the famous illustrator of the works of Charles Dickens Markings: signed with initials Condition: In fine condition, undisturbed in the original frame, somewhat loose in the frame with on the reverse and early stencilled No 808 gouache
6046125|||||Hercules Brabazon Brabazon|||||(British, 1821 - 1906)|||||Landscape|||||Lot 511 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  300 - 400 GBP|||||Materials: watercolor on blue paper Measurements: 7.48 in. (19.00 cm.) (height) by 13.58 in. (34.50 cm.) (width) Markings: old printed back label of R Jackson & Sons, Liverpool, frame verso Condition: Fine condition, long undisturbed in the present window mount and narrow gilt frame. Some losses to the frame mouldings
6046127|||||Abraham Etungat|||||(Canadian, 1911 - 1999)|||||Bird with raised wings|||||Lot 1 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 800 - 1,200 CAD|||||Materials: green stone Measurements: 3.00 in. (7.62 cm.) (height) by 1.75 in. (4.44 cm.) (width) by 1.50 in. (3.81 cm.) (depth) Description: 1970s Markings: signed in syllabics Provenance: Lorne Balshine Collection, Vancouver
6046128|||||Andy Miki|||||(Canadian, 1918 - 1983)|||||Animal|||||Lot 2 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 300 - 500 CAD|||||Materials: grey stone Measurements: 2.50 in. (6.35 cm.) (height) by 1.50 in. (3.81 cm.) (width) by 0.75 in. (1.90 cm.) (depth) Description: 1970s
6046129|||||Henry Evaluardjuk|||||(Canadian, 1923 - 2007)|||||Resting Fox|||||Lot 3 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,200 - 1,600 CAD|||||Materials: green stone Measurements: 2.00 in. (5.08 cm.) (height) by 4.00 in. (10.16 cm.) (width) by 2.25 in. (5.72 cm.) (depth) Markings: signed in syllabics Provenance: a private collection, Ottawa
6046130|||||John Gascoyne Lake|||||(British, 1903 - 1975)|||||Landscape|||||Lot 512 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  200 - 300 GBP|||||Materials: watercolor Measurements: 20.47 in. (52.00 cm.) (height) by 27.95 in. (71.00 cm.) (width) Markings: signed; back board a chalked sale date July '69 and stencilled reference S6RW Condition: In fine condition, close mounted in mid 20th c painted wood cavetto frame
6046131|||||Ennutsiak|||||(Canadian, 1896 - 1967)|||||Seated mother and child|||||Lot 4 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 2,000 - 3,000 CAD|||||Materials: brown/green stone Measurements: 2.75 in. (6.98 cm.) (height) by 3.25 in. (8.25 cm.) (width) by 1.50 in. (3.81 cm.) (depth) Description: late 1950s or early 1960s Provenance: Lorne Balshine Collection, Vancouver
6046132|||||Moses Aupaluktuk|||||(Canadian, 1924 - 1983)|||||Portrait bust of a boy|||||Lot 5 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,800 - 2,400 CAD|||||Materials: dark green stone Measurements: 3.00 in. (7.62 cm.) (height) by 1.75 in. (4.44 cm.) (width) by 1.50 in. (3.81 cm.) (depth) Markings: signed 'MOSOSEE' and with disc no Provenance: Lorne Balshine Collection, Vancouver
6046134|||||Barnabus Arnasungaaq|||||(Canadian, 1924)|||||Muskox|||||Lot 6 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,200 - 1,800 CAD|||||Materials: greenish black stone Measurements: 3.50 in. (8.89 cm.) (height) by 5.00 in. (12.70 cm.) (width) by 1.25 in. (3.18 cm.) (depth) Description: 1980s Markings: signed in syllabics
6046135|||||Henri Harpignies|||||(French, 1819 - 1916)|||||Paysage (Villa Vial)|||||Lot 513 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  800 - 1,200 GBP|||||Materials: watercolor Measurements: 15.16 in. (38.50 cm.) (height) by 21.26 in. (54.00 cm.) (width) Markings: signed, dated '91 and inscribed Condition: In fine condition, in c1960/70s gilt lined window mount and narrow gilt frame
6046136|||||John Pangnark|||||(Canadian, 1920 - 1980)|||||Figure|||||Lot 8 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,500 - 2,000 CAD|||||Materials: black stone Measurements: 3.50 in. (8.89 cm.) (height) by 4.00 in. (10.16 cm.) (width) by 3.00 in. (7.62 cm.) (depth) Markings: signed in syllabics Provenance: private collection, Montreal
6046137|||||Paniluk Qamanirq|||||(Canadian, 1935)|||||Polar Bear|||||Lot 9 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 800 - 1,200 CAD|||||Materials: striated grey stone Measurements: 5.00 in. (12.70 cm.) (height) by 3.50 in. (8.89 cm.) (width) by 3.00 in. (7.62 cm.) (depth) Markings: signed 'PANILOO' and with disc no Provenance: Albrecht Collection, Scottsdale, Arizona; John and Mary Robertson Collection, Ottawa
6046138|||||William Mark Fisher|||||(American, British, 1841 - 1923)|||||Coastal Scene|||||Lot 514 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  300 - 500 GBP|||||Materials: watercolor Measurements: 13.98 in. (35.50 cm.) (height) by 20.47 in. (52.00 cm.) (width) Markings: signed Condition: Some sporadic light foxing/time staining but unrestored in the original early 20th c gilt mount and frame which are also in good condition
6046139|||||Lucy Tasseor Tutsweetok|||||(Canadian, 1934 - 2012)|||||Mother and child|||||Lot 10 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,400 - 1,800 CAD|||||Materials: black stone Measurements: 3.00 in. (7.62 cm.) (height) by 3.25 in. (8.25 cm.) (width) by 1.50 in. (3.81 cm.) (depth) Markings: signed in syllabics Provenance: Lorne Balshine Collection, Vancouver
6046140|||||Romeo Eekerkik|||||(North American, 1923 - 1983)|||||Figures and Igloo|||||Lot 11 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,500 - 2,000 CAD|||||Materials: dark grey stone and caribou antler Measurements: 3.75 in. (9.52 cm.) (height) by 3.50 in. (8.89 cm.) (width) by 4.75 in. (12.07 cm.) (depth) Description: mid 1960s Markings: signed in syllabics Provenance: Albrecht Collection, Scottsdale, Arizona; Inuit Gallery of Vancouver; a private collection
6046141|||||Joe Talirunili|||||(Canadian, 1893 - 1976)|||||Owl|||||Lot 12 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 2,000 - 3,000 CAD|||||Materials: grey stone Measurements: 3.75 in. (9.52 cm.) (height) by 2.50 in. (6.35 cm.) (width) by 2.25 in. (5.72 cm.) (depth) Description: mid-late 1960s Markings: signed 'JOE' Provenance: Lorne Balshine Collection, Vancouver
6046142|||||David Ikutaaq|||||(Canadian, 1929 - 1984)|||||Bear and Muskox|||||Lot 13 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 800 - 1,200 CAD|||||Materials: grey stone Measurements: 3.75 in. (9.52 cm.) (height) by 2.50 in. (6.35 cm.) (width) by 2.25 in. (5.72 cm.) (depth) Markings: signed 'JOE' Provenance: Lorne Balshine Collection, Vancouver
6046143|||||Kenojuak Ashevak|||||(Canadian, 1927 - 2013)|||||Rabbit eating seaweed|||||Lot 14 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 18,000 - 24,000 CAD|||||Materials: stencil Measurements: 9.00 in. (22.86 cm.) (height) by 24.00 in. (60.96 cm.) (width) Edition: 19/30 Description: Printmaker: Iyola Kingwatsiak, #8 Provenance: Albrecht Collection, Scottsdale, Arizona; an Ontario private collection
6046144|||||Kenojuak Ashevak|||||(Canadian, 1927 - 2013)|||||Owl with red plumage|||||Lot 15 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 2,500 - 3,500 CAD|||||Materials: color pencil, ink and graphite drawing Measurements: 20.00 in. (50.80 cm.) (height) by 26.00 in. (66.04 cm.) (width) Provenance: Albrecht Collection, Scottsdale, Arizona; Feheley Fine Arts, Toronto
6046145|||||After  James Pollard|||||(British, 1792 - 1867)|||||North-Country Mails at the Peacock, Islington|||||Lot 205 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  300 - 500 GBP|||||Materials: aquatint with contemporary hand coloring Measurements: 23.23 in. (59.00 cm.) (height) by 30.31 in. (77.00 cm.) (width) Description: published J.Watson Condition: trimmed to neat line on vertical margins, very slight spotting. framed and glazed in a near contemporary maple frame
6046146|||||Kenojuak Ashevak|||||(Canadian, 1927 - 2013)|||||Into the light|||||Lot 16 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 2,500 - 3,500 CAD|||||Materials: etching and aquatint Measurements: 31.50 in. (80.01 cm.) (height) by 39.00 in. (99.06 cm.) (width) Edition: 24/100 Description: Printmaker: Studio PM, Montreal Cape Dorset, #12 Provenance: Albrecht Collection, Scottsdale, Arizona; Gallery Vincent, Ottawa
6046147|||||Walter Robert Lambert|||||(British, 1897 - 1986)|||||Louise|||||Lot 515 - Mellors & Kirk Auctioneers, Nottingham (November 25, 2015)|||||Fine Art (Sale )||||||||||Estimate:  500 - 700 GBP|||||Materials: pastel Measurements: 26.57 in. (67.50 cm.) (height) by 18.90 in. (48.00 cm.) (width) Markings: signed; Mall Galleries back label Condition: In superb preservation, untouched beneath glass in the original 18th c style limed frame
6046148|||||Charles Turner|||||(British, 1773 - 1857)|||||Hawking|||||Lot 209 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  300 - 500 GBP|||||Materials: uncolored mezzotint Measurements: 22.05 in. (56.00 cm.) (height) by 24.80 in. (63.00 cm.) (width) Description: published Alexander Findley. after J.Howe Condition: slight spotting. framed and glazed
6046150|||||Josiah Nuilaalik|||||(Canadian, 1928 - 2005)|||||Wolf-wasp transformation|||||Lot 18 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 9,000 - 12,000 CAD|||||Materials: grey stone Measurements: 9.00 in. (22.86 cm.) (height) by 15.50 in. (39.37 cm.) (width) by 5.50 in. (13.97 cm.) (depth) Markings: signed in syllabics Provenance: Albrecht Collection, Scottsdale, Arizona; Marion Scott Gallery, Vancouver
6046151|||||Elizabeth Aulatjut Nutaraluk|||||(Canadian, 1914 - 2002)|||||Mother and two children|||||Lot 19 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 4,000 - 6,000 CAD|||||Materials: grey stone Measurements: 7.00 in. (17.78 cm.) (height) by 5.00 in. (12.70 cm.) (width) by 18.00 in. (45.72 cm.) (depth) Description: early 1970s Provenance: a Montreal private collection
6046152|||||After  Henry Bernard Chalon|||||(British, 1770 - 1849)|||||To His Royal Highness the Prince of Wales, the Noblemen and Gentlemen Members of the Bibury Club|||||Lot 210 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  200 - 300 GBP|||||Materials: engraving with contemporary hand coloring Measurements: 23.82 in. (60.50 cm.) (height) by 33.46 in. (85.00 cm.) (width) Description: this Print representing the Welter Stakes, on the 16th. June, 1801 is with Permission Respectfully Dedicated, published H.B.Chalon. Condition: slight overall toning, framed and glazed
6046153|||||Barnabus Arnasungaaq|||||(Canadian, 1924)|||||Woman adjusting her parka hood|||||Lot 20 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 4,000 - 6,000 CAD|||||Materials: black stone Measurements: 9.50 in. (24.13 cm.) (height) by 6.50 in. (16.51 cm.) (width) by 6.00 in. (15.24 cm.) (depth) Description: mid-late 1970s Provenance: an American private collection
6046154|||||Cecil Aldin|||||(British, 1870 - 1935)|||||Portrait of a Scottish Terrier|||||Lot 211 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  1,000 - 1,500 GBP|||||Materials: pastel drawing Measurements: 16.14 in. (41.00 cm.) (height) by 19.69 in. (50.00 cm.) (width) Markings: signed by artist to lower left Condition: mounted, framed and glazed
6046155|||||Cecil Aldin|||||(British, 1870 - 1935)|||||The Huntsman|||||Lot 212 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  2,000 - 3,000 GBP|||||Materials: pastel drawing Measurements: 15.75 in. (40.00 cm.) (height) by 19.69 in. (50.00 cm.) (width) Markings: signed by the artist to lower right Condition: mounted, framed and glazed
6046156|||||Jacob Irkok|||||(Canadian, 1937 - 2011)|||||Prancing Caribou|||||Lot 21 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 2,000 - 3,000 CAD|||||Materials: caribou antler Measurements: 7.00 in. (17.78 cm.) (height) by 7.75 in. (19.68 cm.) (width) by 2.75 in. (6.98 cm.) (depth) Markings: signed 'IRKOK' and with syllabics and disc no Provenance: Albrecht Collection, Scottsdale, Arizona; a private collection
6046157|||||Romeo Eekerkik|||||(North American, 1923 - 1983)|||||Seal hunter|||||Lot 22 - Walker's Fine Art & Estate Auctioneers, Ottawa (November 18, 2015)|||||Inuit Art & First Nations Art (Sale )||||||||||Estimate: 1,800 - 2,400 CAD|||||Materials: caribou antler, grey stone and linen thread Measurements: 7.00 in. (17.78 cm.) (height) by 16.00 in. (40.64 cm.) (width) by 5.00 in. (12.70 cm.) (depth) Provenance: Albrecht Collection, Scottsdale, Arizona; Galerie Elca London, Montreal; a private collection
6046158|||||Roger McPhail|||||(British, 1953)|||||Partidge shooting - Autumn|||||Lot 216 - Dominic Winter, South Cerney (November 11, 2015)|||||Printed Books, Maps & Documents, Natural History & Sporting Art (Sale )||||||||||Estimate:  200 - 300 GBP|||||Materials: watercolor Measurements: 9.84 in. (25.00 cm.) (height) by 11.61 in. (29.50 cm.) (width) Markings: signed by artist to lower left, Tryon Gallery Label to verso Condition: mounted, framed and glazed
6046159|||||Amadeo Gabino|||||(Spanish, 1922 - 2004)|||||ComposiciA3n|||||Lot 180 - Duran Subastas de Arte, Madrid (November 18, 2015)|||||Arte y Libros (Sale 525)|||||Bought In|||||Estimate:  300 EUR|||||Materials: engraving on paper Measurements: 21.85 in. (55.50 cm.) (height) by 30.12 in. (76.50 cm.) (width) Edition: AP 4 of 10 Markings: signed and dated 77 on l.r.; numbered P/A IV/X on l.l.
